,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1,24.0,63.0,28.0,1028.0,128.0,301.0,0.425,49.0,134.0,0.366,65.0,73.0,0.89,17.0,94.0,111.0,121.0,47.0,8.0,44.0,93.0,370.0
2,25.0,74.0,26.0,1686.0,209.0,503.0,0.41600000000000004,61.0,187.0,0.326,140.0,188.0,0.745,31.0,140.0,171.0,342.0,63.0,8.0,89.0,132.0,619.0
93,32.0,46.0,32.0,1250.0,141.0,345.0,0.409,33.0,112.0,0.295,29.0,45.0,0.644,20.0,114.0,134.0,93.0,37.0,7.0,45.0,77.0,344.0
94,33.0,76.0,72.0,2278.0,244.0,612.0,0.39899999999999997,99.0,267.0,0.371,85.0,110.0,0.773,33.0,174.0,207.0,226.0,51.0,25.0,85.0,143.0,672.0
133,24.0,52.0,43.0,1525.0,286.0,666.0,0.429,43.0,134.0,0.321,84.0,114.0,0.737,24.0,197.0,221.0,310.0,104.0,27.0,150.0,174.0,699.0
134,25.0,46.0,44.0,1389.0,215.0,506.0,0.425,34.0,96.0,0.354,55.0,69.0,0.797,19.0,168.0,187.0,277.0,68.0,21.0,104.0,166.0,519.0
135,26.0,51.0,32.0,1269.0,152.0,342.0,0.444,29.0,112.0,0.259,40.0,54.0,0.741,23.0,163.0,186.0,173.0,101.0,17.0,68.0,158.0,373.0
193,27.0,62.0,55.0,1927.0,307.0,738.0,0.41600000000000004,122.0,351.0,0.348,110.0,152.0,0.7240000000000001,58.0,236.0,294.0,114.0,46.0,31.0,79.0,193.0,846.0
194,28.0,78.0,75.0,2471.0,418.0,975.0,0.429,139.0,406.0,0.342,110.0,142.0,0.775,96.0,379.0,475.0,134.0,58.0,29.0,110.0,231.0,1085.0
195,30.0,71.0,33.0,2197.0,433.0,939.0,0.461,110.0,326.0,0.337,141.0,194.0,0.727,103.0,357.0,460.0,141.0,51.0,30.0,114.0,172.0,1117.0
196,31.0,74.0,71.0,2346.0,281.0,631.0,0.445,88.0,246.0,0.358,88.0,114.0,0.772,102.0,296.0,398.0,159.0,43.0,39.0,92.0,156.0,738.0
197,32.0,36.0,32.0,951.0,91.0,207.0,0.44,46.0,118.0,0.39,13.0,18.0,0.722,44.0,124.0,168.0,72.0,22.0,18.0,39.0,94.0,241.0
199,32.0,51.0,33.0,1176.0,114.0,273.0,0.418,59.0,158.0,0.373,18.0,25.0,0.72,48.0,167.0,215.0,82.0,25.0,21.0,46.0,123.0,305.0
244,31.0,51.0,30.0,960.0,49.0,172.0,0.285,41.0,145.0,0.28300000000000003,9.0,16.0,0.563,7.0,94.0,101.0,41.0,19.0,4.0,19.0,59.0,148.0
245,32.0,56.0,31.0,1158.0,98.0,262.0,0.374,76.0,209.0,0.364,12.0,23.0,0.522,18.0,104.0,122.0,52.0,29.0,6.0,23.0,69.0,284.0
252,22.0,82.0,82.0,3167.0,553.0,1288.0,0.429,185.0,503.0,0.368,271.0,321.0,0.8440000000000001,42.0,215.0,257.0,531.0,74.0,19.0,243.0,172.0,1562.0
253,23.0,82.0,82.0,2937.0,553.0,1304.0,0.424,218.0,554.0,0.39399999999999996,371.0,426.0,0.871,35.0,253.0,288.0,457.0,64.0,22.0,193.0,197.0,1695.0
254,24.0,82.0,82.0,2925.0,590.0,1360.0,0.434,196.0,572.0,0.34299999999999997,344.0,398.0,0.8640000000000001,49.0,329.0,378.0,507.0,97.0,21.0,222.0,164.0,1720.0
255,25.0,75.0,75.0,2676.0,618.0,1474.0,0.419,229.0,610.0,0.375,414.0,464.0,0.892,45.0,257.0,302.0,512.0,65.0,28.0,242.0,165.0,1879.0
256,26.0,75.0,75.0,2693.0,661.0,1488.0,0.444,214.0,579.0,0.37,488.0,545.0,0.895,46.0,322.0,368.0,440.0,68.0,20.0,197.0,152.0,2024.0
257,27.0,73.0,73.0,2670.0,621.0,1415.0,0.439,227.0,629.0,0.361,493.0,538.0,0.9159999999999999,62.0,263.0,325.0,481.0,77.0,27.0,206.0,117.0,1962.0
258,28.0,80.0,80.0,2838.0,681.0,1533.0,0.444,237.0,643.0,0.369,468.0,513.0,0.912,68.0,303.0,371.0,551.0,88.0,34.0,212.0,148.0,2067.0
259,29.0,58.0,58.0,2140.0,531.0,1162.0,0.457,226.0,573.0,0.39399999999999996,389.0,438.0,0.888,30.0,220.0,250.0,453.0,59.0,21.0,168.0,98.0,1677.0
309,25.0,63.0,31.0,1827.0,227.0,551.0,0.41200000000000003,44.0,137.0,0.321,167.0,212.0,0.7879999999999999,101.0,221.0,322.0,113.0,83.0,17.0,114.0,149.0,665.0
310,26.0,82.0,82.0,2541.0,305.0,744.0,0.41,69.0,219.0,0.315,163.0,205.0,0.795,75.0,245.0,320.0,133.0,107.0,29.0,132.0,199.0,842.0
311,27.0,65.0,24.0,1020.0,98.0,236.0,0.415,19.0,58.0,0.32799999999999996,43.0,61.0,0.705,35.0,114.0,149.0,47.0,39.0,15.0,44.0,96.0,258.0
315,29.0,73.0,38.0,1632.0,132.0,255.0,0.518,17.0,60.0,0.28300000000000003,44.0,66.0,0.667,60.0,185.0,245.0,72.0,63.0,13.0,55.0,169.0,325.0
462,30.0,58.0,57.0,1525.0,210.0,448.0,0.469,8.0,26.0,0.308,140.0,175.0,0.8,98.0,135.0,233.0,79.0,104.0,33.0,94.0,142.0,568.0
463,31.0,79.0,79.0,2109.0,284.0,638.0,0.445,3.0,24.0,0.125,134.0,187.0,0.7170000000000001,121.0,242.0,363.0,98.0,119.0,44.0,94.0,211.0,705.0
464,32.0,55.0,28.0,1278.0,204.0,413.0,0.494,11.0,47.0,0.23399999999999999,76.0,121.0,0.628,79.0,129.0,208.0,94.0,90.0,19.0,90.0,121.0,495.0
465,33.0,63.0,41.0,1648.0,225.0,455.0,0.495,10.0,29.0,0.345,79.0,126.0,0.627,103.0,177.0,280.0,86.0,129.0,30.0,86.0,166.0,539.0
466,34.0,64.0,57.0,1620.0,215.0,469.0,0.45799999999999996,15.0,42.0,0.35700000000000004,90.0,138.0,0.652,104.0,192.0,296.0,70.0,110.0,18.0,78.0,175.0,535.0
467,35.0,71.0,66.0,1914.0,274.0,595.0,0.461,15.0,54.0,0.278,80.0,130.0,0.615,166.0,225.0,391.0,98.0,115.0,29.0,100.0,178.0,643.0
516,28.0,72.0,42.0,1667.0,244.0,581.0,0.42,64.0,178.0,0.36,125.0,133.0,0.94,17.0,119.0,136.0,234.0,43.0,7.0,95.0,132.0,677.0
581,34.0,72.0,20.0,1786.0,152.0,362.0,0.42,136.0,316.0,0.43,32.0,38.0,0.8420000000000001,37.0,128.0,165.0,72.0,41.0,55.0,34.0,149.0,472.0
582,35.0,73.0,56.0,1468.0,105.0,275.0,0.382,73.0,210.0,0.348,15.0,23.0,0.652,34.0,104.0,138.0,63.0,50.0,39.0,21.0,124.0,298.0
607,23.0,77.0,23.0,1524.0,222.0,526.0,0.42200000000000004,86.0,233.0,0.369,66.0,117.0,0.564,80.0,197.0,277.0,62.0,45.0,20.0,77.0,160.0,596.0
609,25.0,81.0,35.0,2045.0,331.0,763.0,0.434,112.0,313.0,0.358,71.0,113.0,0.628,73.0,312.0,385.0,133.0,63.0,16.0,73.0,188.0,845.0
610,26.0,80.0,80.0,2856.0,410.0,945.0,0.434,108.0,298.0,0.36200000000000004,203.0,271.0,0.7490000000000001,91.0,313.0,404.0,201.0,67.0,23.0,140.0,170.0,1131.0
611,27.0,79.0,79.0,2565.0,421.0,1007.0,0.418,118.0,357.0,0.331,145.0,185.0,0.784,77.0,289.0,366.0,160.0,52.0,25.0,87.0,168.0,1105.0
612,28.0,54.0,21.0,1442.0,262.0,611.0,0.429,86.0,234.0,0.368,124.0,154.0,0.805,43.0,246.0,289.0,72.0,35.0,12.0,65.0,100.0,734.0
613,29.0,75.0,53.0,2091.0,377.0,844.0,0.447,146.0,389.0,0.375,146.0,173.0,0.8440000000000001,76.0,382.0,458.0,109.0,43.0,25.0,92.0,181.0,1046.0
614,30.0,43.0,43.0,1387.0,281.0,636.0,0.442,116.0,264.0,0.439,163.0,198.0,0.823,48.0,185.0,233.0,59.0,34.0,17.0,73.0,128.0,841.0
616,30.0,55.0,55.0,1728.0,325.0,750.0,0.433,133.0,324.0,0.41,172.0,209.0,0.823,55.0,226.0,281.0,77.0,42.0,27.0,88.0,161.0,955.0
694,23.0,80.0,24.0,1481.0,217.0,347.0,0.625,1.0,10.0,0.1,65.0,105.0,0.619,194.0,223.0,417.0,123.0,46.0,53.0,51.0,211.0,500.0
755,24.0,70.0,22.0,1275.0,199.0,302.0,0.659,0.0,3.0,0.0,122.0,195.0,0.626,99.0,209.0,308.0,60.0,49.0,55.0,77.0,171.0,520.0
756,25.0,82.0,45.0,1743.0,280.0,489.0,0.573,0.0,3.0,0.0,157.0,317.0,0.495,175.0,337.0,512.0,74.0,65.0,63.0,106.0,207.0,717.0
757,26.0,82.0,82.0,2084.0,267.0,517.0,0.516,0.0,4.0,0.0,215.0,335.0,0.642,201.0,427.0,628.0,226.0,68.0,85.0,154.0,253.0,749.0
758,27.0,54.0,54.0,1516.0,235.0,442.0,0.532,0.0,5.0,0.0,127.0,224.0,0.5670000000000001,120.0,312.0,432.0,214.0,50.0,63.0,88.0,149.0,597.0
760,27.0,81.0,64.0,2148.0,334.0,623.0,0.536,0.0,6.0,0.0,174.0,300.0,0.58,170.0,435.0,605.0,284.0,69.0,92.0,134.0,226.0,842.0
761,28.0,74.0,26.0,1439.0,221.0,368.0,0.601,0.0,1.0,0.0,82.0,179.0,0.45799999999999996,132.0,268.0,400.0,142.0,49.0,81.0,102.0,184.0,524.0
863,31.0,58.0,20.0,1029.0,118.0,300.0,0.39299999999999996,67.0,179.0,0.374,18.0,21.0,0.857,8.0,83.0,91.0,63.0,46.0,38.0,32.0,88.0,321.0
876,20.0,73.0,61.0,2026.0,328.0,797.0,0.41200000000000003,47.0,153.0,0.307,141.0,195.0,0.723,33.0,171.0,204.0,320.0,70.0,20.0,173.0,163.0,844.0
877,21.0,81.0,81.0,2546.0,505.0,1102.0,0.45799999999999996,86.0,232.0,0.371,303.0,417.0,0.727,43.0,261.0,304.0,590.0,133.0,45.0,227.0,204.0,1399.0
878,22.0,45.0,43.0,1426.0,329.0,692.0,0.475,47.0,153.0,0.307,215.0,306.0,0.703,30.0,151.0,181.0,304.0,64.0,23.0,141.0,129.0,920.0
909,24.0,77.0,29.0,1507.0,172.0,399.0,0.431,53.0,154.0,0.344,75.0,103.0,0.728,51.0,99.0,150.0,63.0,47.0,15.0,48.0,136.0,472.0
939,26.0,76.0,54.0,1986.0,208.0,534.0,0.39,79.0,215.0,0.36700000000000005,82.0,96.0,0.8540000000000001,24.0,123.0,147.0,357.0,53.0,0.0,133.0,153.0,577.0
951,21.0,63.0,35.0,1506.0,230.0,569.0,0.40399999999999997,66.0,221.0,0.299,54.0,117.0,0.462,70.0,142.0,212.0,110.0,57.0,38.0,81.0,125.0,580.0
1050,26.0,47.0,35.0,1264.0,256.0,454.0,0.564,0.0,0.0,0.0,139.0,187.0,0.743,181.0,165.0,346.0,31.0,29.0,31.0,87.0,98.0,651.0
1051,27.0,62.0,62.0,1959.0,385.0,741.0,0.52,0.0,0.0,0.0,241.0,324.0,0.7440000000000001,230.0,315.0,545.0,53.0,43.0,50.0,101.0,143.0,1011.0
1052,28.0,54.0,54.0,1663.0,379.0,701.0,0.541,0.0,0.0,0.0,186.0,249.0,0.747,206.0,262.0,468.0,50.0,30.0,23.0,84.0,129.0,944.0
1053,29.0,31.0,29.0,815.0,139.0,328.0,0.424,0.0,0.0,0.0,108.0,129.0,0.8370000000000001,89.0,145.0,234.0,27.0,19.0,12.0,42.0,59.0,386.0
1075,23.0,39.0,39.0,1375.0,302.0,695.0,0.435,54.0,173.0,0.312,194.0,239.0,0.812,26.0,105.0,131.0,307.0,35.0,28.0,119.0,52.0,852.0
1077,26.0,51.0,51.0,1530.0,338.0,835.0,0.405,76.0,271.0,0.28,152.0,187.0,0.813,35.0,126.0,161.0,251.0,36.0,16.0,161.0,63.0,904.0
1078,27.0,66.0,66.0,2097.0,447.0,1048.0,0.42700000000000005,44.0,150.0,0.293,142.0,179.0,0.7929999999999999,46.0,179.0,225.0,311.0,44.0,14.0,175.0,84.0,1080.0
1079,28.0,64.0,64.0,2082.0,460.0,977.0,0.47100000000000003,13.0,60.0,0.217,221.0,253.0,0.8740000000000001,66.0,180.0,246.0,283.0,44.0,17.0,147.0,84.0,1154.0
1103,20.0,81.0,81.0,2503.0,525.0,1256.0,0.418,156.0,482.0,0.324,343.0,414.0,0.8290000000000001,64.0,237.0,301.0,653.0,72.0,15.0,308.0,140.0,1549.0
1104,21.0,60.0,60.0,2120.0,546.0,1249.0,0.43700000000000006,205.0,568.0,0.361,481.0,559.0,0.86,32.0,223.0,255.0,560.0,65.0,8.0,289.0,104.0,1778.0
1123,23.0,64.0,62.0,1363.0,269.0,504.0,0.534,0.0,1.0,0.0,73.0,119.0,0.613,154.0,197.0,351.0,78.0,59.0,12.0,92.0,168.0,611.0
1164,23.0,70.0,23.0,1856.0,344.0,639.0,0.5379999999999999,0.0,1.0,0.0,91.0,177.0,0.514,171.0,326.0,497.0,113.0,41.0,116.0,114.0,185.0,779.0
1167,26.0,58.0,39.0,1123.0,159.0,309.0,0.515,0.0,1.0,0.0,74.0,107.0,0.6920000000000001,92.0,203.0,295.0,57.0,29.0,78.0,52.0,151.0,392.0
1168,27.0,76.0,69.0,1969.0,287.0,502.0,0.5720000000000001,1.0,7.0,0.14300000000000002,90.0,158.0,0.57,150.0,363.0,513.0,114.0,45.0,109.0,84.0,202.0,665.0
1200,26.0,72.0,32.0,1500.0,286.0,521.0,0.5489999999999999,0.0,1.0,0.0,124.0,181.0,0.685,194.0,341.0,535.0,54.0,29.0,64.0,75.0,172.0,696.0
1201,27.0,70.0,57.0,1874.0,357.0,777.0,0.45899999999999996,3.0,11.0,0.273,124.0,168.0,0.738,174.0,382.0,556.0,103.0,34.0,52.0,106.0,164.0,841.0
1232,25.0,73.0,40.0,2004.0,290.0,698.0,0.415,126.0,342.0,0.368,73.0,98.0,0.745,34.0,228.0,262.0,135.0,58.0,10.0,71.0,135.0,779.0
1266,22.0,46.0,39.0,1037.0,181.0,309.0,0.586,0.0,0.0,0.0,109.0,164.0,0.665,142.0,210.0,352.0,36.0,34.0,47.0,54.0,116.0,471.0
1267,23.0,80.0,80.0,2248.0,380.0,689.0,0.552,0.0,0.0,0.0,163.0,266.0,0.613,260.0,474.0,734.0,77.0,81.0,83.0,113.0,234.0,923.0
1268,24.0,80.0,77.0,2178.0,447.0,820.0,0.545,0.0,3.0,0.0,202.0,311.0,0.65,238.0,446.0,684.0,96.0,70.0,69.0,135.0,193.0,1096.0
1269,25.0,75.0,71.0,2086.0,373.0,736.0,0.507,1.0,8.0,0.125,199.0,288.0,0.691,242.0,426.0,668.0,89.0,62.0,57.0,118.0,211.0,946.0
1270,26.0,67.0,64.0,1694.0,349.0,626.0,0.5579999999999999,1.0,2.0,0.5,136.0,222.0,0.613,235.0,346.0,581.0,79.0,32.0,60.0,91.0,169.0,835.0
1271,27.0,61.0,34.0,1296.0,228.0,416.0,0.5479999999999999,0.0,6.0,0.0,131.0,189.0,0.693,183.0,279.0,462.0,55.0,43.0,40.0,59.0,124.0,587.0
1334,20.0,80.0,33.0,1382.0,191.0,436.0,0.43799999999999994,49.0,128.0,0.38299999999999995,57.0,82.0,0.695,59.0,240.0,299.0,59.0,26.0,18.0,65.0,114.0,488.0
1338,24.0,63.0,53.0,1271.0,153.0,343.0,0.446,65.0,168.0,0.387,33.0,45.0,0.733,71.0,290.0,361.0,69.0,28.0,28.0,39.0,98.0,404.0
1350,23.0,65.0,37.0,1656.0,256.0,571.0,0.44799999999999995,83.0,219.0,0.379,154.0,185.0,0.8320000000000001,48.0,120.0,168.0,266.0,53.0,8.0,105.0,121.0,749.0
1351,24.0,79.0,62.0,2122.0,366.0,832.0,0.44,115.0,321.0,0.358,253.0,287.0,0.882,29.0,132.0,161.0,316.0,67.0,3.0,140.0,167.0,1100.0
1352,25.0,72.0,54.0,2497.0,496.0,1096.0,0.45299999999999996,127.0,364.0,0.349,346.0,407.0,0.85,47.0,163.0,210.0,454.0,93.0,8.0,213.0,185.0,1465.0
1356,27.0,82.0,79.0,2644.0,591.0,1382.0,0.428,167.0,465.0,0.359,474.0,544.0,0.871,46.0,197.0,243.0,509.0,91.0,9.0,220.0,167.0,1823.0
1357,28.0,76.0,76.0,2569.0,682.0,1473.0,0.46299999999999997,245.0,646.0,0.379,590.0,649.0,0.909,42.0,162.0,204.0,448.0,70.0,13.0,210.0,167.0,2199.0
1362,31.0,40.0,37.0,925.0,174.0,426.0,0.408,78.0,189.0,0.413,62.0,76.0,0.816,11.0,57.0,68.0,146.0,13.0,6.0,77.0,77.0,488.0
1456,24.0,61.0,61.0,1964.0,332.0,757.0,0.439,166.0,422.0,0.39299999999999996,150.0,171.0,0.877,224.0,247.0,471.0,54.0,50.0,26.0,57.0,146.0,980.0
1457,25.0,81.0,22.0,2503.0,472.0,1115.0,0.423,213.0,557.0,0.382,152.0,180.0,0.8440000000000001,191.0,328.0,519.0,97.0,42.0,31.0,97.0,179.0,1309.0
1461,29.0,72.0,72.0,2116.0,323.0,773.0,0.418,204.0,506.0,0.40299999999999997,129.0,150.0,0.86,112.0,218.0,330.0,68.0,31.0,14.0,55.0,142.0,979.0
1462,30.0,66.0,50.0,1725.0,207.0,480.0,0.431,131.0,339.0,0.386,72.0,93.0,0.774,94.0,237.0,331.0,60.0,24.0,21.0,42.0,126.0,617.0
1477,21.0,62.0,57.0,1482.0,204.0,366.0,0.557,0.0,0.0,0.0,146.0,185.0,0.789,121.0,251.0,372.0,45.0,17.0,78.0,94.0,188.0,554.0
1478,22.0,81.0,81.0,2282.0,359.0,676.0,0.531,0.0,1.0,0.0,198.0,260.0,0.762,226.0,488.0,714.0,57.0,24.0,71.0,136.0,249.0,916.0
1479,23.0,80.0,80.0,2096.0,373.0,652.0,0.5720000000000001,0.0,1.0,0.0,217.0,276.0,0.7859999999999999,215.0,478.0,693.0,39.0,33.0,95.0,109.0,222.0,963.0
1480,24.0,60.0,59.0,1557.0,303.0,536.0,0.565,0.0,0.0,0.0,162.0,213.0,0.7609999999999999,184.0,363.0,547.0,42.0,25.0,80.0,85.0,158.0,768.0
1481,25.0,80.0,80.0,2066.0,391.0,702.0,0.557,1.0,2.0,0.5,176.0,217.0,0.8109999999999999,226.0,533.0,759.0,57.0,37.0,63.0,106.0,216.0,959.0
1482,26.0,77.0,77.0,1727.0,390.0,687.0,0.568,30.0,74.0,0.405,170.0,211.0,0.8059999999999999,183.0,477.0,660.0,81.0,29.0,69.0,115.0,192.0,980.0
1485,27.0,49.0,27.0,1091.0,301.0,538.0,0.5589999999999999,14.0,48.0,0.292,147.0,185.0,0.795,106.0,313.0,419.0,70.0,19.0,53.0,90.0,146.0,763.0
1486,28.0,62.0,62.0,1630.0,385.0,657.0,0.586,29.0,79.0,0.36700000000000005,123.0,168.0,0.732,190.0,506.0,696.0,109.0,25.0,69.0,107.0,159.0,922.0
1493,25.0,51.0,51.0,1780.0,352.0,803.0,0.43799999999999994,107.0,310.0,0.345,141.0,163.0,0.865,84.0,104.0,188.0,98.0,71.0,12.0,84.0,111.0,952.0
1495,27.0,46.0,26.0,1121.0,142.0,373.0,0.381,57.0,179.0,0.318,42.0,52.0,0.8079999999999999,39.0,85.0,124.0,47.0,31.0,8.0,38.0,74.0,383.0
1497,27.0,72.0,27.0,1741.0,252.0,639.0,0.39399999999999996,109.0,316.0,0.345,90.0,112.0,0.804,57.0,141.0,198.0,77.0,58.0,11.0,67.0,110.0,703.0
1584,36.0,60.0,20.0,1132.0,120.0,207.0,0.58,4.0,13.0,0.308,76.0,114.0,0.667,76.0,223.0,299.0,43.0,26.0,61.0,40.0,88.0,320.0
1594,21.0,74.0,74.0,1931.0,185.0,431.0,0.429,106.0,290.0,0.366,37.0,51.0,0.725,33.0,108.0,141.0,72.0,40.0,16.0,47.0,231.0,513.0
1595,22.0,50.0,37.0,1170.0,74.0,199.0,0.37200000000000005,46.0,155.0,0.297,15.0,19.0,0.789,23.0,50.0,73.0,45.0,26.0,16.0,30.0,144.0,209.0
1617,28.0,81.0,58.0,1997.0,315.0,563.0,0.56,0.0,2.0,0.0,208.0,285.0,0.73,144.0,371.0,515.0,130.0,63.0,64.0,100.0,161.0,838.0
1618,29.0,59.0,50.0,1271.0,181.0,346.0,0.523,0.0,3.0,0.0,121.0,173.0,0.6990000000000001,123.0,240.0,363.0,90.0,29.0,31.0,75.0,117.0,483.0
1619,30.0,52.0,35.0,1030.0,169.0,303.0,0.5579999999999999,0.0,0.0,0.0,90.0,120.0,0.75,91.0,161.0,252.0,78.0,35.0,37.0,60.0,103.0,428.0
1759,25.0,79.0,79.0,2490.0,339.0,765.0,0.44299999999999995,111.0,329.0,0.337,132.0,200.0,0.66,114.0,533.0,647.0,291.0,123.0,99.0,133.0,253.0,921.0
1760,26.0,81.0,81.0,2808.0,401.0,819.0,0.49,100.0,258.0,0.38799999999999996,229.0,329.0,0.696,134.0,635.0,769.0,598.0,119.0,113.0,259.0,240.0,1131.0
1761,27.0,76.0,76.0,2471.0,272.0,650.0,0.418,81.0,263.0,0.308,151.0,213.0,0.7090000000000001,98.0,501.0,599.0,533.0,154.0,106.0,184.0,217.0,776.0
1762,28.0,70.0,70.0,2287.0,281.0,619.0,0.45399999999999996,77.0,256.0,0.301,134.0,173.0,0.775,75.0,460.0,535.0,508.0,95.0,91.0,202.0,185.0,773.0
1763,29.0,66.0,66.0,2065.0,188.0,422.0,0.445,47.0,165.0,0.285,63.0,91.0,0.6920000000000001,60.0,421.0,481.0,454.0,95.0,70.0,169.0,197.0,486.0
1764,30.0,43.0,43.0,1222.0,123.0,316.0,0.389,36.0,129.0,0.27899999999999997,63.0,83.0,0.759,23.0,243.0,266.0,266.0,59.0,33.0,98.0,110.0,345.0
1870,28.0,75.0,37.0,1503.0,160.0,362.0,0.442,61.0,188.0,0.324,49.0,70.0,0.7,89.0,174.0,263.0,72.0,37.0,46.0,44.0,175.0,430.0
1871,29.0,50.0,19.0,869.0,96.0,208.0,0.462,36.0,109.0,0.33,20.0,31.0,0.645,48.0,108.0,156.0,34.0,18.0,32.0,22.0,112.0,248.0
2000,22.0,63.0,61.0,2162.0,408.0,900.0,0.45299999999999996,20.0,99.0,0.20199999999999999,201.0,258.0,0.779,64.0,225.0,289.0,283.0,84.0,29.0,171.0,136.0,1037.0
2001,23.0,65.0,61.0,2016.0,366.0,765.0,0.478,45.0,133.0,0.33799999999999997,210.0,271.0,0.775,56.0,231.0,287.0,229.0,90.0,27.0,128.0,133.0,987.0
2002,24.0,72.0,22.0,2028.0,391.0,897.0,0.436,21.0,95.0,0.221,239.0,310.0,0.7709999999999999,76.0,265.0,341.0,363.0,84.0,21.0,175.0,155.0,1042.0
2003,25.0,79.0,76.0,2690.0,521.0,1165.0,0.447,69.0,227.0,0.304,202.0,291.0,0.6940000000000001,82.0,334.0,416.0,521.0,100.0,37.0,246.0,198.0,1313.0
2004,26.0,25.0,25.0,765.0,136.0,314.0,0.433,33.0,85.0,0.38799999999999996,74.0,93.0,0.7959999999999999,20.0,109.0,129.0,164.0,32.0,8.0,73.0,66.0,379.0
2008,28.0,52.0,32.0,1607.0,366.0,809.0,0.452,114.0,286.0,0.39899999999999997,164.0,209.0,0.785,44.0,221.0,265.0,269.0,57.0,17.0,117.0,96.0,1010.0
2009,29.0,69.0,18.0,1402.0,257.0,660.0,0.389,77.0,216.0,0.35600000000000004,115.0,160.0,0.7190000000000001,33.0,168.0,201.0,166.0,58.0,18.0,118.0,117.0,706.0
2034,25.0,73.0,73.0,2308.0,360.0,813.0,0.44299999999999995,122.0,363.0,0.336,196.0,239.0,0.82,70.0,303.0,373.0,135.0,126.0,35.0,83.0,198.0,1038.0
2035,26.0,72.0,72.0,2335.0,333.0,720.0,0.46299999999999997,157.0,394.0,0.39799999999999996,176.0,217.0,0.8109999999999999,48.0,367.0,415.0,155.0,73.0,23.0,80.0,161.0,999.0
2036,27.0,53.0,47.0,1346.0,157.0,376.0,0.418,62.0,189.0,0.32799999999999996,78.0,92.0,0.848,41.0,132.0,173.0,58.0,41.0,12.0,42.0,124.0,454.0
2038,27.0,80.0,47.0,2090.0,271.0,671.0,0.40399999999999997,110.0,341.0,0.32299999999999995,121.0,148.0,0.818,59.0,216.0,275.0,99.0,64.0,21.0,74.0,187.0,773.0
2040,29.0,45.0,45.0,1322.0,147.0,399.0,0.368,78.0,266.0,0.293,75.0,95.0,0.789,40.0,237.0,277.0,125.0,47.0,14.0,54.0,85.0,447.0
2042,29.0,58.0,46.0,1695.0,197.0,513.0,0.384,113.0,355.0,0.318,95.0,121.0,0.785,48.0,305.0,353.0,151.0,67.0,21.0,62.0,126.0,602.0
2121,24.0,30.0,19.0,851.0,110.0,247.0,0.445,10.0,40.0,0.25,61.0,78.0,0.782,21.0,84.0,105.0,71.0,27.0,13.0,46.0,83.0,291.0
2169,28.0,65.0,48.0,1682.0,256.0,644.0,0.39799999999999996,127.0,329.0,0.386,73.0,85.0,0.8590000000000001,25.0,113.0,138.0,146.0,46.0,24.0,73.0,130.0,712.0
2170,29.0,82.0,72.0,2249.0,293.0,738.0,0.397,178.0,434.0,0.41,118.0,144.0,0.8190000000000001,17.0,110.0,127.0,167.0,66.0,27.0,92.0,190.0,882.0
2171,30.0,81.0,78.0,2485.0,361.0,875.0,0.413,189.0,498.0,0.38,157.0,185.0,0.8490000000000001,36.0,196.0,232.0,287.0,67.0,39.0,145.0,205.0,1068.0
2172,31.0,50.0,21.0,1087.0,148.0,402.0,0.368,94.0,263.0,0.35700000000000004,45.0,55.0,0.818,9.0,76.0,85.0,119.0,34.0,11.0,60.0,97.0,435.0
2176,33.0,69.0,40.0,1284.0,118.0,325.0,0.363,67.0,203.0,0.33,54.0,63.0,0.857,9.0,146.0,155.0,135.0,35.0,9.0,80.0,99.0,357.0
2187,26.0,55.0,55.0,1994.0,483.0,943.0,0.512,2.0,11.0,0.182,223.0,274.0,0.8140000000000001,150.0,292.0,442.0,134.0,51.0,45.0,111.0,153.0,1191.0
2188,27.0,74.0,74.0,2790.0,638.0,1318.0,0.484,2.0,14.0,0.14300000000000002,282.0,348.0,0.81,175.0,495.0,670.0,192.0,62.0,91.0,143.0,187.0,1560.0
2189,28.0,69.0,69.0,2499.0,652.0,1423.0,0.45799999999999996,3.0,15.0,0.2,296.0,360.0,0.8220000000000001,166.0,599.0,765.0,178.0,63.0,68.0,123.0,147.0,1603.0
2190,29.0,71.0,71.0,2512.0,659.0,1415.0,0.466,37.0,105.0,0.35200000000000004,306.0,362.0,0.845,177.0,549.0,726.0,124.0,48.0,68.0,122.0,125.0,1661.0
2191,30.0,74.0,74.0,2261.0,536.0,1045.0,0.513,0.0,16.0,0.0,259.0,302.0,0.858,176.0,456.0,632.0,110.0,38.0,81.0,99.0,151.0,1331.0
2192,31.0,72.0,72.0,2335.0,500.0,1049.0,0.47700000000000004,23.0,56.0,0.41100000000000003,220.0,271.0,0.812,172.0,351.0,523.0,139.0,46.0,88.0,98.0,158.0,1243.0
2193,32.0,75.0,75.0,2509.0,687.0,1347.0,0.51,27.0,92.0,0.293,334.0,399.0,0.8370000000000001,246.0,389.0,635.0,152.0,43.0,90.0,111.0,161.0,1735.0
2194,33.0,81.0,81.0,2687.0,684.0,1319.0,0.519,10.0,42.0,0.23800000000000002,349.0,412.0,0.847,251.0,493.0,744.0,194.0,43.0,107.0,144.0,179.0,1727.0
